predictor_set,repeat,fold,validation_participants,macro_f1,balanced_accuracy,macro_pr_auc,ELEVATED_FASTING_RANGE_sensitivity,ELEVATED_FASTING_RANGE_specificity,ELEVATED_FASTING_RANGE_pr_auc,ELEVATED_FASTING_RANGE_f1,NORMAL_RANGE_sensitivity,NORMAL_RANGE_specificity,NORMAL_RANGE_pr_auc,NORMAL_RANGE_f1
context_only,6,2,35,0.6224961479198767,0.6064814814814814,0.8094161297132634,0.25,0.9629629629629629,0.6729910714285714,0.36363636363636365,0.9629629629629629,0.25,0.9458411879979554,0.8813559322033898
context_only,6,3,35,0.49712643678160917,0.5069444444444444,0.6076555151117298,0.125,0.8888888888888888,0.31293394105894107,0.16666666666666666,0.8888888888888888,0.125,0.9023770891645184,0.8275862068965517
context_only,6,4,34,0.551789077212806,0.5529100529100529,0.6562393910537097,0.14285714285714285,0.9629629629629629,0.3763483383784135,0.2222222222222222,0.9629629629629629,0.14285714285714285,0.9361304437290059,0.8813559322033898
context_only,6,5,34,0.620414673046252,0.6058201058201058,0.7080058569697881,0.2857142857142857,0.9259259259259259,0.48962109319252173,0.36363636363636365,0.9259259259259259,0.2857142857142857,0.9263906207470545,0.8771929824561403
context_only,7,1,35,0.5766129032258065,0.5714285714285714,0.8504424200748489,0.14285714285714285,1.0,0.7247474747474747,0.25,1.0,0.14285714285714285,0.9761373654022232,0.9032258064516129
context_only,7,2,35,0.4166666666666667,0.46296296296296297,0.6164669353684642,0.0,0.9259259259259259,0.3205678104575163,0.0,0.9259259259259259,0.0,0.9123660602794121,0.8333333333333334
context_only,7,3,35,0.6224961479198767,0.6064814814814814,0.7835088815515195,0.25,0.9629629629629629,0.6124007936507936,0.36363636363636365,0.9629629629629629,0.25,0.9546169694522455,0.8813559322033898
context_only,7,4,34,0.5310344827586206,0.5343915343915344,0.6737325148025752,0.14285714285714285,0.9259259259259259,0.4522330671398994,0.2,0.9259259259259259,0.14285714285714285,0.8952319624652509,0.8620689655172413
context_only,7,5,34,0.43333333333333335,0.48148148148148145,0.5663950381539425,0.0,0.9629629629629629,0.25197691197691197,0.0,0.9629629629629629,0.0,0.8808131643309731,0.8666666666666667
context_only,8,1,35,0.5537340619307832,0.5535714285714286,0.7339037961833378,0.14285714285714285,0.9642857142857143,0.5095779220779221,0.2222222222222222,0.9642857142857143,0.14285714285714285,0.9582296702887535,0.8852459016393442
context_only,8,2,35,0.6224961479198767,0.6064814814814814,0.7523195448268815,0.25,0.9629629629629629,0.5804181929181929,0.36363636363636365,0.9629629629629629,0.25,0.9242208967355701,0.8813559322033898
context_only,8,3,35,0.514637904468413,0.525462962962963,0.6959430751453496,0.125,0.9259259259259259,0.48009948750080333,0.18181818181818182,0.9259259259259259,0.125,0.9117866627898958,0.847457627118644
context_only,8,4,34,0.6482758620689655,0.6243386243386243,0.7288756025300667,0.2857142857142857,0.9629629629629629,0.5098536384250669,0.4,0.9629629629629629,0.2857142857142857,0.9478975666350664,0.896551724137931
context_only,8,5,34,0.43333333333333335,0.48148148148148145,0.5973923944840605,0.0,0.9629629629629629,0.29044955044955045,0.0,0.9629629629629629,0.0,0.9043352385185706,0.8666666666666667
context_only,9,1,35,0.4444444444444444,0.5,0.7498429493778179,0.0,1.0,0.5465728715728715,0.0,1.0,0.0,0.9531130271827644,0.8888888888888888
context_only,9,2,35,0.5748987854251012,0.5694444444444444,0.6397768411150722,0.25,0.8888888888888888,0.3664960362135285,0.3076923076923077,0.8888888888888888,0.25,0.9130576460166158,0.8421052631578947
context_only,9,3,35,0.6224961479198767,0.6064814814814814,0.7771242322075207,0.25,0.9629629629629629,0.6135101010101011,0.36363636363636365,0.9629629629629629,0.25,0.9407383634049404,0.8813559322033898
context_only,9,4,34,0.67984934086629,0.6428571428571428,0.7643281015552341,0.2857142857142857,1.0,0.5783813525410164,0.4444444444444444,1.0,0.2857142857142857,0.9502748505694518,0.9152542372881356
context_only,9,5,34,0.43333333333333335,0.48148148148148145,0.6457410380358035,0.0,0.9629629629629629,0.37306265163408014,0.0,0.9629629629629629,0.0,0.9184194244375268,0.8666666666666667
context_only,10,1,35,0.4166666666666667,0.44642857142857145,0.6026072575785039,0.0,0.8928571428571429,0.28574541704793804,0.0,0.8928571428571429,0.0,0.9194690981090697,0.8333333333333334
context_only,10,2,35,0.5333333333333333,0.5439814814814814,0.7449757712631138,0.125,0.9629629629629629,0.546969696969697,0.2,0.9629629629629629,0.125,0.9429818455565306,0.8666666666666667
context_only,10,3,35,0.5537340619307832,0.5625,0.8277504544492603,0.125,1.0,0.6948872920380273,0.2222222222222222,1.0,0.125,0.9606136168604933,0.8852459016393442
context_only,10,4,34,0.620414673046252,0.6058201058201058,0.708586487573359,0.2857142857142857,0.9259259259259259,0.46261516261516256,0.36363636363636365,0.9259259259259259,0.2857142857142857,0.9545578125315552,0.8771929824561403
context_only,10,5,34,0.575,0.5714285714285714,0.7798876314114275,0.14285714285714285,1.0,0.6313031344087245,0.25,1.0,0.14285714285714285,0.9284721284141304,0.9
context_only,11,1,35,0.5766129032258065,0.5714285714285714,0.78570727255223,0.14285714285714285,1.0,0.617027417027417,0.25,1.0,0.14285714285714285,0.954387128077043,0.9032258064516129
context_only,11,2,35,0.43548387096774194,0.5,0.6472565478323169,0.0,1.0,0.37033887272857857,0.0,1.0,0.0,0.9241742229360552,0.8709677419354839
context_only,11,3,35,0.6181818181818182,0.6134259259259259,0.7358294958624161,0.375,0.8518518518518519,0.5405578898225957,0.4,0.8518518518518519,0.375,0.9311011019022366,0.8363636363636363
context_only,11,4,34,0.4426229508196721,0.5,0.7445724750160232,0.0,1.0,0.5302197802197802,0.0,1.0,0.0,0.9589251698122663,0.8852459016393442
context_only,11,5,34,0.4426229508196721,0.5,0.6225781720138958,0.0,1.0,0.34573220430363283,0.0,1.0,0.0,0.8994241397241587,0.8852459016393442
context_only,12,1,35,0.43548387096774194,0.48214285714285715,0.5995489272381167,0.0,0.9642857142857143,0.29027951506943106,0.0,0.9642857142857143,0.0,0.9088183394068025,0.8709677419354839
context_only,12,2,35,0.6224961479198767,0.6064814814814814,0.7348678815449249,0.25,0.9629629629629629,0.5455411010558069,0.36363636363636365,0.9629629629629629,0.25,0.9241946620340429,0.8813559322033898
context_only,12,3,35,0.5333333333333333,0.5439814814814814,0.765784719655199,0.125,0.9629629629629629,0.5926282051282051,0.2,0.9629629629629629,0.125,0.938941234182193,0.8666666666666667
context_only,12,4,34,0.43333333333333335,0.48148148148148145,0.628839322764811,0.0,0.9629629629629629,0.32576550433693285,0.0,0.9629629629629629,0.0,0.9319131411926893,0.8666666666666667
context_only,12,5,34,0.551789077212806,0.5529100529100529,0.7953638805158189,0.14285714285714285,0.9629629629629629,0.6352813852813852,0.2222222222222222,0.9629629629629629,0.14285714285714285,0.9554463757502525,0.8813559322033898
context_only,13,1,35,0.4444444444444444,0.5,0.7164875518972157,0.0,1.0,0.46569858712715856,0.0,1.0,0.0,0.9672765166672729,0.8888888888888888
context_only,13,2,35,0.5333333333333333,0.5439814814814814,0.7476653646328585,0.125,0.9629629629629629,0.5708183598808598,0.2,0.9629629629629629,0.125,0.9245123693848571,0.8666666666666667
context_only,13,3,35,0.49712643678160917,0.5069444444444444,0.6092836617788857,0.125,0.8888888888888888,0.3156454248366013,0.16666666666666666,0.8888888888888888,0.125,0.9029218987211702,0.8275862068965517
context_only,13,4,34,0.7288676236044657,0.6957671957671957,0.7770450245357277,0.42857142857142855,0.9629629629629629,0.6142857142857143,0.5454545454545454,0.9629629629629629,0.42857142857142855,0.939804334785741,0.9122807017543859
context_only,13,5,34,0.4426229508196721,0.5,0.7421064108659539,0.0,1.0,0.5406593406593406,0.0,1.0,0.0,0.943553481072567,0.8852459016393442
context_only,14,1,35,0.5766129032258065,0.5714285714285714,0.7627237345383377,0.14285714285714285,1.0,0.5673770673770673,0.25,1.0,0.14285714285714285,0.9580704016996081,0.9032258064516129
context_only,14,2,35,0.5977011494252873,0.587962962962963,0.6566851224124697,0.25,0.9259259259259259,0.4135825513717982,0.3333333333333333,0.9259259259259259,0.25,0.8997876934531412,0.8620689655172413
context_only,14,3,35,0.5333333333333333,0.5439814814814814,0.8196015842162355,0.125,0.9629629629629629,0.6725656288156288,0.2,0.9629629629629629,0.125,0.9666375396168423,0.8666666666666667
context_only,14,4,34,0.5310344827586206,0.5343915343915344,0.6700273024825021,0.14285714285714285,0.9259259259259259,0.4170823592594933,0.2,0.9259259259259259,0.14285714285714285,0.922972245705511,0.8620689655172413
context_only,14,5,34,0.575,0.5714285714285714,0.6778766776885989,0.14285714285714285,1.0,0.4406390761432778,0.25,1.0,0.14285714285714285,0.91511427923392,0.9
context_only,15,1,35,0.514637904468413,0.5178571428571429,0.6833592785059985,0.14285714285714285,0.8928571428571429,0.4356837140450586,0.18181818181818182,0.8928571428571429,0.14285714285714285,0.9310348429669384,0.847457627118644
context_only,15,2,35,0.6224961479198767,0.6064814814814814,0.6902625410867561,0.25,0.9629629629629629,0.469779232979664,0.36363636363636365,0.9629629629629629,0.25,0.9107458491938483,0.8813559322033898
context_only,15,3,35,0.65,0.625,0.7294056170684993,0.25,1.0,0.5494061085972851,0.4,1.0,0.25,0.9094051255397133,0.9
context_only,15,4,34,0.4426229508196721,0.5,0.735738467499883,0.0,1.0,0.5081741787624141,0.0,1.0,0.0,0.963302756237352,0.8852459016393442
context_only,15,5,34,0.4426229508196721,0.5,0.7343692372878884,0.0,1.0,0.508843537414966,0.0,1.0,0.0,0.9598949371608108,0.8852459016393442
context_only,16,1,35,0.5537340619307832,0.5535714285714286,0.7158358547643715,0.14285714285714285,0.9642857142857143,0.5006424792139078,0.2222222222222222,0.9642857142857143,0.14285714285714285,0.9310292303148351,0.8852459016393442
context_only,16,2,35,0.5537340619307832,0.5625,0.7600768869673127,0.125,1.0,0.5734287158919512,0.2222222222222222,1.0,0.125,0.9467250580426743,0.8852459016393442
context_only,16,3,35,0.4166666666666667,0.46296296296296297,0.6642236607371408,0.0,0.9259259259259259,0.398165213054919,0.0,0.9259259259259259,0.0,0.9302821084193627,0.8333333333333334
context_only,16,4,34,0.423728813559322,0.46296296296296297,0.6477485848946472,0.0,0.9259259259259259,0.38383954538753295,0.0,0.9259259259259259,0.0,0.9116576244017613,0.847457627118644
context_only,16,5,34,0.551789077212806,0.5529100529100529,0.7185000408138693,0.14285714285714285,0.9629629629629629,0.48793013708980093,0.2222222222222222,0.9629629629629629,0.14285714285714285,0.9490699445379376,0.8813559322033898
context_only,17,1,35,0.4262295081967213,0.4642857142857143,0.6220701615228493,0.0,0.9285714285714286,0.3316548358473824,0.0,0.9285714285714286,0.0,0.9124854871983162,0.8524590163934426
context_only,17,2,35,0.6224961479198767,0.6064814814814814,0.7858659261511272,0.25,0.9629629629629629,0.6145375457875458,0.36363636363636365,0.9629629629629629,0.25,0.9571943065147084,0.8813559322033898
context_only,17,3,35,0.4262295081967213,0.48148148148148145,0.669073362797509,0.0,0.9629629629629629,0.40940241228070173,0.0,0.9629629629629629,0.0,0.9287443133143162,0.8524590163934426
context_only,17,4,34,0.7288676236044657,0.6957671957671957,0.7713697362855778,0.42857142857142855,0.9629629629629629,0.6101449275362318,0.5454545454545454,0.9629629629629629,0.42857142857142855,0.9325945450349238,0.9122807017543859
context_only,17,5,34,0.43333333333333335,0.48148148148148145,0.6212176490887391,0.0,0.9629629629629629,0.3183804290947148,0.0,0.9629629629629629,0.0,0.9240548690827635,0.8666666666666667
context_only,18,1,35,0.6224961479198767,0.6071428571428572,0.6884169999810461,0.2857142857142857,0.9285714285714286,0.4451465201465201,0.36363636363636365,0.9285714285714286,0.2857142857142857,0.9316874798155722,0.8813559322033898
context_only,18,2,35,0.4262295081967213,0.48148148148148145,0.6093542461592971,0.0,0.9629629629629629,0.3361495083863505,0.0,0.9629629629629629,0.0,0.8825589839322439,0.8524590163934426
context_only,18,3,35,0.514637904468413,0.525462962962963,0.6945934551096957,0.125,0.9259259259259259,0.45742128582202113,0.18181818181818182,0.9259259259259259,0.125,0.9317656243973702,0.847457627118644
context_only,18,4,34,0.551789077212806,0.5529100529100529,0.799313589567867,0.14285714285714285,0.9629629629629629,0.6323934837092731,0.2222222222222222,0.9629629629629629,0.14285714285714285,0.966233695426461,0.8813559322033898
context_only,18,5,34,0.4426229508196721,0.5,0.763130451871837,0.0,1.0,0.5683673469387756,0.0,1.0,0.0,0.9578935568048985,0.8852459016393442
context_only,19,1,35,0.49712643678160917,0.5,0.565336805388352,0.14285714285714285,0.8571428571428571,0.24843752885769693,0.16666666666666666,0.8571428571428571,0.14285714285714285,0.8822360819190069,0.8275862068965517
context_only,19,2,35,0.7303543913713405,0.6875,0.8637713888269506,0.375,1.0,0.7552083333333333,0.5454545454545454,1.0,0.375,0.9723344443205679,0.9152542372881356
context_only,19,3,35,0.43548387096774194,0.5,0.8101832723005062,0.0,1.0,0.6594645550527903,0.0,1.0,0.0,0.960901989548222,0.8709677419354839
context_only,19,4,34,0.43333333333333335,0.48148148148148145,0.6422468551209124,0.0,0.9629629629629629,0.36797851551687866,0.0,0.9629629629629629,0.0,0.9165151947249461,0.8666666666666667
context_only,19,5,34,0.551789077212806,0.5529100529100529,0.7142597053269591,0.14285714285714285,0.9629629629629629,0.4665746951461237,0.2222222222222222,0.9629629629629629,0.14285714285714285,0.9619447155077946,0.8813559322033898
context_only,20,1,35,0.5333333333333333,0.5357142857142857,0.6644667002649649,0.14285714285714285,0.9285714285714286,0.3954112554112554,0.2,0.9285714285714286,0.14285714285714285,0.9335221451186744,0.8666666666666667
context_only,20,2,35,0.65,0.625,0.6817507154886765,0.25,1.0,0.49136256862549965,0.4,1.0,0.25,0.8721388623518533,0.9
context_only,20,3,35,0.65,0.625,0.8808312856497097,0.25,1.0,0.7869318181818181,0.4,1.0,0.25,0.9747307531176013,0.9
context_only,20,4,34,0.4426229508196721,0.5,0.7873666549826579,0.0,1.0,0.5996598639455782,0.0,1.0,0.0,0.9750734460197376,0.8852459016393442
context_only,20,5,34,0.41379310344827586,0.4444444444444444,0.6360675433513108,0.0,0.8888888888888888,0.3431057038199895,0.0,0.8888888888888888,0.0,0.9290293828826319,0.8275862068965517
ppg_plus_context,1,1,35,0.6693657219973009,0.6607142857142857,0.7003267698806936,0.42857142857142855,0.8928571428571429,0.5014634488318699,0.46153846153846156,0.8928571428571429,0.42857142857142855,0.8991900909295175,0.8771929824561403
ppg_plus_context,1,2,35,0.6260683760683761,0.6388888888888888,0.7079777459457471,0.5,0.7777777777777778,0.48829521173271173,0.4444444444444444,0.7777777777777778,0.5,0.9276602801587825,0.8076923076923077
ppg_plus_context,1,3,35,0.5748987854251012,0.5694444444444444,0.7059790285018908,0.25,0.8888888888888888,0.4746956168831169,0.3076923076923077,0.8888888888888888,0.25,0.9372624401206646,0.8421052631578947
ppg_plus_context,1,4,34,0.5952380952380952,0.5873015873015872,0.5365363902460789,0.2857142857142857,0.8888888888888888,0.24232077446363162,0.3333333333333333,0.8888888888888888,0.2857142857142857,0.8307520060285263,0.8571428571428571
ppg_plus_context,1,5,34,0.572027972027972,0.5687830687830688,0.639157865916917,0.2857142857142857,0.8518518518518519,0.3555011655011655,0.3076923076923077,0.8518518518518519,0.2857142857142857,0.9228145663326686,0.8363636363636363
ppg_plus_context,2,1,35,0.5333333333333333,0.5357142857142857,0.6775223837803234,0.14285714285714285,0.9285714285714286,0.4277593021014074,0.2,0.9285714285714286,0.14285714285714285,0.9272854654592394,0.8666666666666667
ppg_plus_context,2,2,35,0.703030303030303,0.6944444444444444,0.7011161982629529,0.5,0.8888888888888888,0.502966055683447,0.5333333333333333,0.8888888888888888,0.5,0.8992663408424588,0.8727272727272727
ppg_plus_context,2,3,35,0.6224961479198767,0.6064814814814814,0.7280881239297256,0.25,0.9629629629629629,0.5401112368024132,0.36363636363636365,0.9629629629629629,0.25,0.9160650110570379,0.8813559322033898
ppg_plus_context,2,4,34,0.572027972027972,0.5687830687830688,0.6832159316828585,0.2857142857142857,0.8518518518518519,0.4137598629195268,0.3076923076923077,0.8518518518518519,0.2857142857142857,0.9526720004461902,0.8363636363636363
ppg_plus_context,2,5,34,0.5096153846153846,0.5132275132275133,0.5777118562634842,0.2857142857142857,0.7407407407407407,0.27796277796277796,0.25,0.7407407407407407,0.2857142857142857,0.8774609345641904,0.7692307692307693
ppg_plus_context,3,1,35,0.5535714285714286,0.5535714285714286,0.5659356124619164,0.2857142857142857,0.8214285714285714,0.34676870748299315,0.2857142857142857,0.8214285714285714,0.2857142857142857,0.7851025174408397,0.8214285714285714
ppg_plus_context,3,2,35,0.5537340619307832,0.5625,0.780037357226292,0.125,1.0,0.6160150613275613,0.2222222222222222,1.0,0.125,0.9440596531250225,0.8852459016393442
ppg_plus_context,3,3,35,0.6982758620689655,0.6689814814814814,0.7823968369934913,0.375,0.9629629629629629,0.6430191622103387,0.5,0.9629629629629629,0.375,0.9217745117766438,0.896551724137931
ppg_plus_context,3,4,34,0.5310344827586206,0.5343915343915344,0.6661621018290288,0.14285714285714285,0.9259259259259259,0.4264018848646178,0.2,0.9259259259259259,0.14285714285714285,0.9059223187934398,0.8620689655172413
ppg_plus_context,3,5,34,0.59828141783029,0.6375661375661376,0.5929010253056834,0.5714285714285714,0.7037037037037037,0.2790130087122568,0.42105263157894735,0.7037037037037037,0.5714285714285714,0.90678904189911,0.7755102040816326
ppg_plus_context,4,1,35,0.4950055493895672,0.5,0.5275165709288732,0.2857142857142857,0.7142857142857143,0.23952161449287362,0.23529411764705882,0.7142857142857143,0.2857142857142857,0.8155115273648726,0.7547169811320755
ppg_plus_context,4,2,35,0.7303543913713405,0.6875,0.8188565854465164,0.375,1.0,0.7028968253968254,0.5454545454545454,1.0,0.375,0.9348163454962073,0.9152542372881356
ppg_plus_context,4,3,35,0.6428571428571428,0.6319444444444444,0.6633749825433075,0.375,0.8888888888888888,0.41020781119465327,0.42857142857142855,0.8888888888888888,0.375,0.9165421538919618,0.8571428571428571
ppg_plus_context,4,4,34,0.572027972027972,0.5687830687830688,0.6847701664792036,0.2857142857142857,0.8518518518518519,0.4623771730914588,0.3076923076923077,0.8518518518518519,0.2857142857142857,0.9071631598669485,0.8363636363636363
ppg_plus_context,4,5,34,0.6150943396226416,0.6216931216931216,0.6635071476971519,0.42857142857142855,0.8148148148148148,0.3882859204287775,0.4,0.8148148148148148,0.42857142857142855,0.9387283749655262,0.8301886792452831
ppg_plus_context,5,1,35,0.5748987854251012,0.5714285714285714,0.625726703598639,0.2857142857142857,0.8571428571428571,0.351481018981019,0.3076923076923077,0.8571428571428571,0.2857142857142857,0.899972388216259,0.8421052631578947
ppg_plus_context,5,2,35,0.6982758620689655,0.6689814814814814,0.7424603478181114,0.375,0.9629629629629629,0.5387152777777777,0.5,0.9629629629629629,0.375,0.9462054178584451,0.896551724137931
ppg_plus_context,5,3,35,0.6428571428571428,0.6319444444444444,0.6737893589803529,0.375,0.8888888888888888,0.43082264957264954,0.42857142857142855,0.8888888888888888,0.375,0.9167560683880562,0.8571428571428571
ppg_plus_context,5,4,34,0.572027972027972,0.5687830687830688,0.6870697978580269,0.2857142857142857,0.8518518518518519,0.43537775434060266,0.3076923076923077,0.8518518518518519,0.2857142857142857,0.9387618413754513,0.8363636363636363
ppg_plus_context,5,5,34,0.5952380952380952,0.5873015873015872,0.6426016681525516,0.2857142857142857,0.8888888888888888,0.41200475937318043,0.3333333333333333,0.8888888888888888,0.2857142857142857,0.8731985769319228,0.8571428571428571
ppg_plus_context,6,1,35,0.5748987854251012,0.5714285714285714,0.6242230325539799,0.2857142857142857,0.8571428571428571,0.3389919604205318,0.3076923076923077,0.8571428571428571,0.2857142857142857,0.9094541046874279,0.8421052631578947
ppg_plus_context,6,2,35,0.7321428571428572,0.712962962962963,0.8053087050961458,0.5,0.9259259259259259,0.6505436148818502,0.5714285714285714,0.9259259259259259,0.5,0.9600737953104415,0.8928571428571429
ppg_plus_context,6,3,35,0.5138888888888888,0.5138888888888888,0.5345291387186786,0.25,0.7777777777777778,0.27996031746031746,0.25,0.7777777777777778,0.25,0.7890979599770398,0.7777777777777778
ppg_plus_context,6,4,34,0.43333333333333335,0.48148148148148145,0.6074246690865146,0.0,0.9629629629629629,0.31075562636121645,0.0,0.9629629629629629,0.0,0.9040937118118129,0.8666666666666667
ppg_plus_context,6,5,34,0.5952380952380952,0.5873015873015872,0.5772418780118755,0.2857142857142857,0.8888888888888888,0.3047298534798535,0.3333333333333333,0.8888888888888888,0.2857142857142857,0.8497539025438976,0.8571428571428571
ppg_plus_context,7,1,35,0.6224961479198767,0.6071428571428572,0.8197526049214383,0.2857142857142857,0.9285714285714286,0.6756802721088435,0.36363636363636365,0.9285714285714286,0.2857142857142857,0.9638249377340332,0.8813559322033898
ppg_plus_context,7,2,35,0.5748987854251012,0.5694444444444444,0.6187598926369703,0.25,0.8888888888888888,0.3515641365241749,0.3076923076923077,0.8888888888888888,0.25,0.8859556487497657,0.8421052631578947
ppg_plus_context,7,3,35,0.6759259259259259,0.6759259259259259,0.6762695187940231,0.5,0.8518518518518519,0.4267845379258423,0.5,0.8518518518518519,0.5,0.9257544996622038,0.8518518518518519
ppg_plus_context,7,4,34,0.5096153846153846,0.5132275132275133,0.5529007588962349,0.2857142857142857,0.7407407407407407,0.2450673386763612,0.25,0.7407407407407407,0.2857142857142857,0.8607341791161087,0.7692307692307693
ppg_plus_context,7,5,34,0.620414673046252,0.6058201058201058,0.6330175827197493,0.2857142857142857,0.9259259259259259,0.37079126387397066,0.36363636363636365,0.9259259259259259,0.2857142857142857,0.8952439015655278,0.8771929824561403
ppg_plus_context,8,1,35,0.6982758620689655,0.6785714285714286,0.7864368009290101,0.42857142857142855,0.9285714285714286,0.6306593406593406,0.5,0.9285714285714286,0.42857142857142855,0.9422142611986796,0.896551724137931
ppg_plus_context,8,2,35,0.5535714285714286,0.5509259259259259,0.6750921284373813,0.25,0.8518518518518519,0.4199810606060606,0.2857142857142857,0.8518518518518519,0.25,0.9302031962687021,0.8214285714285714
ppg_plus_context,8,3,35,0.6428571428571428,0.6319444444444444,0.6465996496481919,0.375,0.8888888888888888,0.4177429052429052,0.42857142857142855,0.8888888888888888,0.375,0.8754563940534787,0.8571428571428571
ppg_plus_context,8,4,34,0.6964285714285714,0.6772486772486772,0.7325175563002674,0.42857142857142855,0.9259259259259259,0.5162370211242391,0.5,0.9259259259259259,0.42857142857142855,0.9487980914762957,0.8928571428571429
ppg_plus_context,8,5,34,0.4440251572327044,0.44179894179894175,0.5772543532637107,0.14285714285714285,0.7407407407407407,0.2786446886446886,0.13333333333333333,0.7407407407407407,0.14285714285714285,0.8758640178827328,0.7547169811320755
ppg_plus_context,9,1,35,0.4642857142857143,0.4642857142857143,0.6100146133582236,0.14285714285714285,0.7857142857142857,0.2994306418219462,0.14285714285714285,0.7857142857142857,0.14285714285714285,0.920598584894501,0.7857142857142857
ppg_plus_context,9,2,35,0.6224961479198767,0.6064814814814814,0.6942474486953727,0.25,0.9629629629629629,0.49716147822765466,0.36363636363636365,0.9629629629629629,0.25,0.8913334191630908,0.8813559322033898
ppg_plus_context,9,3,35,0.6260683760683761,0.6388888888888888,0.7009022484928086,0.5,0.7777777777777778,0.4782450918964077,0.4444444444444444,0.7777777777777778,0.5,0.9235594050892095,0.8076923076923077
ppg_plus_context,9,4,34,0.46031746031746035,0.46031746031746035,0.5609242147314841,0.14285714285714285,0.7777777777777778,0.2480164817203065,0.14285714285714285,0.7777777777777778,0.14285714285714285,0.8738319477426617,0.7777777777777778
ppg_plus_context,9,5,34,0.5096153846153846,0.5132275132275133,0.5873655944438217,0.2857142857142857,0.7407407407407407,0.2974870632013489,0.25,0.7407407407407407,0.2857142857142857,0.8772441256862946,0.7692307692307693
ppg_plus_context,10,1,35,0.5726970033296338,0.5892857142857143,0.6653789443196472,0.42857142857142855,0.75,0.4082405689548546,0.35294117647058826,0.75,0.42857142857142855,0.9225173196844398,0.7924528301886793
ppg_plus_context,10,2,35,0.49712643678160917,0.5069444444444444,0.6103860784392412,0.125,0.8888888888888888,0.34372224997225,0.16666666666666666,0.8888888888888888,0.125,0.8770499069062323,0.8275862068965517
ppg_plus_context,10,3,35,0.5535714285714286,0.5509259259259259,0.6525828718198374,0.25,0.8518518518518519,0.427609126984127,0.2857142857142857,0.8518518518518519,0.25,0.877556616655548,0.8214285714285714
ppg_plus_context,10,4,34,0.6402116402116402,0.6402116402116402,0.622173517060119,0.42857142857142855,0.8518518518518519,0.3871907854050711,0.42857142857142855,0.8518518518518519,0.42857142857142855,0.8571562487151669,0.8518518518518519
ppg_plus_context,10,5,34,0.620414673046252,0.6058201058201058,0.8149646976112882,0.2857142857142857,0.9259259259259259,0.6753865182436609,0.36363636363636365,0.9259259259259259,0.2857142857142857,0.9545428769789155,0.8771929824561403
ppg_plus_context,11,1,35,0.4262295081967213,0.4642857142857143,0.5251506177206057,0.0,0.9285714285714286,0.23334725192747263,0.0,0.9285714285714286,0.0,0.8169539835137387,0.8524590163934426
ppg_plus_context,11,2,35,0.6759259259259259,0.6759259259259259,0.7185725765937655,0.5,0.8518518518518519,0.5433735994397759,0.5,0.8518518518518519,0.5,0.8937715537477551,0.8518518518518519
ppg_plus_context,11,3,35,0.6759259259259259,0.6759259259259259,0.7941432102768456,0.5,0.8518518518518519,0.6651623376623377,0.5,0.8518518518518519,0.5,0.9231240828913536,0.8518518518518519
ppg_plus_context,11,4,34,0.551789077212806,0.5529100529100529,0.6786805313637576,0.14285714285714285,0.9629629629629629,0.4468094075236932,0.2222222222222222,0.9629629629629629,0.14285714285714285,0.910551655203822,0.8813559322033898
ppg_plus_context,11,5,34,0.40350877192982454,0.42592592592592593,0.5363930931858457,0.0,0.8518518518518519,0.21351050541674158,0.0,0.8518518518518519,0.0,0.8592756809549498,0.8070175438596491
ppg_plus_context,12,1,35,0.5535714285714286,0.5535714285714286,0.7096718751927693,0.2857142857142857,0.8214285714285714,0.500920862762968,0.2857142857142857,0.8214285714285714,0.2857142857142857,0.9184228876225707,0.8214285714285714
ppg_plus_context,12,2,35,0.43548387096774194,0.5,0.6187898698534422,0.0,1.0,0.3514965358715359,0.0,1.0,0.0,0.8860832038353486,0.8709677419354839
ppg_plus_context,12,3,35,0.6428571428571428,0.6319444444444444,0.6603692844932233,0.375,0.8888888888888888,0.4136339640751406,0.42857142857142855,0.8888888888888888,0.375,0.9071046049113061,0.8571428571428571
ppg_plus_context,12,4,34,0.6150943396226416,0.6216931216931216,0.6920414572109702,0.42857142857142855,0.8148148148148148,0.4326021317617956,0.4,0.8148148148148148,0.42857142857142855,0.9514807826601448,0.8301886792452831
ppg_plus_context,12,5,34,0.5502645502645502,0.5502645502645502,0.6899053227297288,0.2857142857142857,0.8148148148148148,0.4664585930065806,0.2857142857142857,0.8148148148148148,0.2857142857142857,0.9133520524528771,0.8148148148148148
ppg_plus_context,13,1,35,0.514637904468413,0.5178571428571429,0.6269800300991604,0.14285714285714285,0.8928571428571429,0.34647703745529834,0.18181818181818182,0.8928571428571429,0.14285714285714285,0.9074830227430225,0.847457627118644
ppg_plus_context,13,2,35,0.49712643678160917,0.5069444444444444,0.6562355857443901,0.125,0.8888888888888888,0.4004166666666667,0.16666666666666666,0.8888888888888888,0.125,0.9120545048221136,0.8275862068965517
ppg_plus_context,13,3,35,0.6428571428571428,0.6319444444444444,0.6736578718410229,0.375,0.8888888888888888,0.532906108320868,0.42857142857142855,0.8888888888888888,0.375,0.8144096353611778,0.8571428571428571
ppg_plus_context,13,4,34,0.6730769230769231,0.693121693121693,0.6618409920701336,0.5714285714285714,0.8148148148148148,0.40061155775441487,0.5,0.8148148148148148,0.5714285714285714,0.9230704263858522,0.8461538461538461
