predictor_set,repeat,fold,validation_participants,macro_f1,balanced_accuracy,macro_pr_auc,ELEVATED_FASTING_RANGE_sensitivity,ELEVATED_FASTING_RANGE_specificity,ELEVATED_FASTING_RANGE_pr_auc,ELEVATED_FASTING_RANGE_f1,NORMAL_RANGE_sensitivity,NORMAL_RANGE_specificity,NORMAL_RANGE_pr_auc,NORMAL_RANGE_f1
ppg_plus_context,13,5,34,0.6671328671328671,0.6587301587301587,0.7492438791568119,0.42857142857142855,0.8888888888888888,0.5887418208390075,0.46153846153846156,0.8888888888888888,0.42857142857142855,0.9097459374746162,0.8727272727272727
ppg_plus_context,14,1,35,0.6982758620689655,0.6785714285714286,0.8561200216780573,0.42857142857142855,0.9285714285714286,0.7313448456305598,0.5,0.9285714285714286,0.42857142857142855,0.9808951977255548,0.896551724137931
ppg_plus_context,14,2,35,0.5977011494252873,0.587962962962963,0.6950295073467694,0.25,0.9259259259259259,0.4804932336182336,0.3333333333333333,0.9259259259259259,0.25,0.9095657810753051,0.8620689655172413
ppg_plus_context,14,3,35,0.5748987854251012,0.5694444444444444,0.6993068440063525,0.25,0.8888888888888888,0.4841032608695652,0.3076923076923077,0.8888888888888888,0.25,0.9145104271431397,0.8421052631578947
ppg_plus_context,14,4,34,0.6150943396226416,0.6216931216931216,0.6314611839680164,0.42857142857142855,0.8148148148148148,0.3599677306820164,0.4,0.8148148148148148,0.42857142857142855,0.9029546372540165,0.8301886792452831
ppg_plus_context,14,5,34,0.5913461538461539,0.6031746031746031,0.6714289294703162,0.42857142857142855,0.7777777777777778,0.4049355774698543,0.375,0.7777777777777778,0.42857142857142855,0.9379222814707779,0.8076923076923077
ppg_plus_context,15,1,35,0.39655172413793105,0.4107142857142857,0.5609860592528847,0.0,0.8214285714285714,0.2389899394101075,0.0,0.8214285714285714,0.0,0.8829821790956619,0.7931034482758621
ppg_plus_context,15,2,35,0.4484848484848485,0.4513888888888889,0.6109782991475673,0.125,0.7777777777777778,0.32337519936204145,0.13333333333333333,0.7777777777777778,0.125,0.8985813989330931,0.7636363636363637
ppg_plus_context,15,3,35,0.5726970033296338,0.5763888888888888,0.572641858559078,0.375,0.7777777777777778,0.3278046218487395,0.35294117647058826,0.7777777777777778,0.375,0.8174790952694164,0.7924528301886793
ppg_plus_context,15,4,34,0.6671328671328671,0.6587301587301587,0.6637491671574837,0.42857142857142855,0.8888888888888888,0.4050120048019208,0.46153846153846156,0.8888888888888888,0.42857142857142855,0.9224863295130465,0.8727272727272727
ppg_plus_context,15,5,34,0.6482758620689655,0.6243386243386243,0.7070651889818128,0.2857142857142857,0.9629629629629629,0.4884353741496599,0.4,0.9629629629629629,0.2857142857142857,0.9256950038139657,0.896551724137931
ppg_plus_context,16,1,35,0.7303543913713405,0.6964285714285714,0.7288054499822969,0.42857142857142855,0.9642857142857143,0.5467209690893902,0.5454545454545454,0.9642857142857143,0.42857142857142855,0.9108899308752038,0.9152542372881356
ppg_plus_context,16,2,35,0.5726970033296338,0.5763888888888888,0.6512132956436537,0.375,0.7777777777777778,0.42705524867289574,0.35294117647058826,0.7777777777777778,0.375,0.8753713426144116,0.7924528301886793
ppg_plus_context,16,3,35,0.5748987854251012,0.5694444444444444,0.692754578798904,0.25,0.8888888888888888,0.4628708791208791,0.3076923076923077,0.8888888888888888,0.25,0.9226382784769289,0.8421052631578947
ppg_plus_context,16,4,34,0.5119617224880383,0.5158730158730158,0.582889139394728,0.14285714285714285,0.8888888888888888,0.3064625850340136,0.18181818181818182,0.8888888888888888,0.14285714285714285,0.8593156937554423,0.8421052631578947
ppg_plus_context,16,5,34,0.5502645502645502,0.5502645502645502,0.647940211800276,0.2857142857142857,0.8148148148148148,0.3724025974025974,0.2857142857142857,0.8148148148148148,0.2857142857142857,0.9234778261979546,0.8148148148148148
ppg_plus_context,17,1,35,0.5535714285714286,0.5535714285714286,0.6211632845396524,0.2857142857142857,0.8214285714285714,0.350988308208946,0.2857142857142857,0.8214285714285714,0.2857142857142857,0.8913382608703587,0.8214285714285714
ppg_plus_context,17,2,35,0.514637904468413,0.525462962962963,0.7180124840219646,0.125,0.9259259259259259,0.484775641025641,0.18181818181818182,0.9259259259259259,0.125,0.9512493270182882,0.847457627118644
ppg_plus_context,17,3,35,0.4950055493895672,0.49537037037037035,0.5379534501123264,0.25,0.7407407407407407,0.2909853190287973,0.23529411764705882,0.7407407407407407,0.25,0.7849215811958556,0.7547169811320755
ppg_plus_context,17,4,34,0.7301587301587301,0.7301587301587301,0.8011223723253961,0.5714285714285714,0.8888888888888888,0.6870370370370369,0.5714285714285714,0.8888888888888888,0.5714285714285714,0.9152077076137553,0.8888888888888888
ppg_plus_context,17,5,34,0.5119617224880383,0.5158730158730158,0.7305422165441996,0.14285714285714285,0.8888888888888888,0.5139952153110048,0.18181818181818182,0.8888888888888888,0.14285714285714285,0.9470892177773944,0.8421052631578947
ppg_plus_context,18,1,35,0.4262295081967213,0.4642857142857143,0.5484527723316593,0.0,0.9285714285714286,0.22967618221377617,0.0,0.9285714285714286,0.0,0.8672293624495425,0.8524590163934426
ppg_plus_context,18,2,35,0.5333333333333333,0.5439814814814814,0.5669516898816389,0.125,0.9629629629629629,0.3034420289855072,0.2,0.9629629629629629,0.125,0.8304613507777707,0.8666666666666667
ppg_plus_context,18,3,35,0.6749226006191951,0.7013888888888888,0.6573709340661275,0.625,0.7777777777777778,0.3984225265475266,0.5263157894736842,0.7777777777777778,0.625,0.9163193415847284,0.8235294117647058
ppg_plus_context,18,4,34,0.7622377622377623,0.7486772486772486,0.7379357662569288,0.5714285714285714,0.9259259259259259,0.5167277167277168,0.6153846153846154,0.9259259259259259,0.5714285714285714,0.9591438157861407,0.9090909090909091
ppg_plus_context,18,5,34,0.39285714285714285,0.4074074074074074,0.6036266163717339,0.0,0.8148148148148148,0.2873755329637683,0.0,0.8148148148148148,0.0,0.9198776997796994,0.7857142857142857
ppg_plus_context,19,1,35,0.5949074074074074,0.6071428571428571,0.5942173641625175,0.42857142857142855,0.7857142857142857,0.3066491625890122,0.375,0.7857142857142857,0.42857142857142855,0.8817855657360228,0.8148148148148148
ppg_plus_context,19,2,35,0.6224961479198767,0.6064814814814814,0.71513474109995,0.25,0.9629629629629629,0.5324915824915825,0.36363636363636365,0.9629629629629629,0.25,0.8977778997083177,0.8813559322033898
ppg_plus_context,19,3,35,0.5333333333333333,0.5439814814814814,0.7281359891598007,0.125,0.9629629629629629,0.5304247835497835,0.2,0.9629629629629629,0.125,0.9258471947698179,0.8666666666666667
ppg_plus_context,19,4,34,0.5952380952380952,0.5873015873015872,0.6266645616225094,0.2857142857142857,0.8888888888888888,0.3549096406239263,0.3333333333333333,0.8888888888888888,0.2857142857142857,0.8984194826210925,0.8571428571428571
ppg_plus_context,19,5,34,0.572027972027972,0.5687830687830688,0.6400572213564832,0.2857142857142857,0.8518518518518519,0.39010500752024946,0.3076923076923077,0.8518518518518519,0.2857142857142857,0.890009435192717,0.8363636363636363
ppg_plus_context,20,1,35,0.5535714285714286,0.5535714285714286,0.5529657894558184,0.2857142857142857,0.8214285714285714,0.2688625384277558,0.2857142857142857,0.8214285714285714,0.2857142857142857,0.837069040483881,0.8214285714285714
ppg_plus_context,20,2,35,0.703030303030303,0.6944444444444444,0.7283577607783747,0.5,0.8888888888888888,0.577786330049261,0.5333333333333333,0.8888888888888888,0.5,0.8789291915074882,0.8727272727272727
ppg_plus_context,20,3,35,0.48043184885290147,0.48842592592592593,0.700278717280395,0.125,0.8518518518518519,0.4487637362637363,0.15384615384615385,0.8518518518518519,0.125,0.9517936982970538,0.8070175438596491
ppg_plus_context,20,4,34,0.5310344827586206,0.5343915343915344,0.6018896371598571,0.14285714285714285,0.9259259259259259,0.30565358554488986,0.2,0.9259259259259259,0.14285714285714285,0.8981256887748243,0.8620689655172413
ppg_plus_context,20,5,34,0.575,0.5714285714285714,0.7045247913479075,0.14285714285714285,1.0,0.5030742204655247,0.25,1.0,0.14285714285714285,0.9059753622302902,0.9
